,date,product
28,2019-09-08 13:33:39,coffee
17,2019-09-08 13:36:34,coffee
37,2019-09-08 13:43:22,coffee
22,2019-09-08 13:45:07,ice cream
97,2019-09-08 13:45:59,coffee
7,2019-09-08 13:49:30,hot chocolate
11,2019-09-08 13:52:11,hot chocolate
15,2019-09-08 13:52:37,soda
40,2019-09-08 13:52:49,ice cream
67,2019-09-08 13:57:05,hot chocolate
34,2019-09-08 13:58:38,ice cream
48,2019-09-08 13:59:22,soda
24,2019-09-08 13:59:47,ice cream
30,2019-09-08 13:59:58,ice cream
21,2019-09-08 14:01:17,soda
111,2019-09-08 14:02:28,coffee
71,2019-09-08 14:02:46,hot chocolate
12,2019-09-08 14:05:54,hot chocolate
0,2019-09-08 14:06:53,coffee
14,2019-09-08 14:07:35,hot chocolate
58,2019-09-08 14:07:55,ice cream
33,2019-09-08 14:11:38,hot chocolate
19,2019-09-08 14:12:55,hot chocolate
79,2019-09-08 14:15:01,ice cream
30,2019-09-08 14:17:16,hot chocolate
61,2019-09-08 14:18:05,hot chocolate
76,2019-09-08 14:18:14,hot chocolate
12,2019-09-08 14:18:25,coffee
71,2019-09-08 14:19:59,ice cream
46,2019-09-08 14:20:00,hot chocolate
45,2019-09-08 14:20:49,ice cream
69,2019-09-08 14:24:09,ice cream
48,2019-09-08 14:28:18,hot chocolate
26,2019-09-08 14:31:40,ice cream
15,2019-09-08 14:31:51,ice cream
14,2019-09-08 14:32:26,soda
4,2019-09-08 14:32:38,soda
50,2019-09-08 14:33:26,ice cream
9,2019-09-08 14:33:50,hot chocolate
66,2019-09-08 14:33:59,ice cream
8,2019-09-08 14:34:29,hot chocolate
4,2019-09-08 14:39:49,hot chocolate
48,2019-09-08 14:39:55,coffee
2,2019-09-08 14:40:29,ice cream
80,2019-09-08 14:40:34,ice cream
37,2019-09-08 14:46:25,hot chocolate
18,2019-09-08 14:47:38,hot chocolate
2,2019-09-08 14:56:01,hot chocolate
63,2019-09-08 14:56:40,hot chocolate
0,2019-09-08 15:03:50,hot chocolate
41,2019-09-08 15:06:57,coffee
85,2019-09-08 15:08:52,coffee
38,2019-09-08 15:10:28,hot chocolate
26,2019-09-08 15:13:03,hot chocolate
54,2019-09-08 15:13:36,coffee
52,2019-09-08 15:15:36,ice cream
24,2019-09-08 15:21:11,coffee
71,2019-09-08 15:22:32,coffee
66,2019-09-08 15:23:12,hot chocolate
5,2019-09-08 15:23:27,soda
63,2019-09-08 15:25:59,ice cream
15,2019-09-08 15:26:06,coffee
43,2019-09-08 15:27:31,hot chocolate
40,2019-09-08 15:30:24,soda
25,2019-09-08 15:30:38,ice cream
47,2019-09-08 15:36:08,ice cream
68,2019-09-08 15:38:51,hot chocolate
72,2019-09-08 15:39:00,hot chocolate
16,2019-09-08 15:43:04,ice cream
35,2019-09-08 15:45:49,soda
76,2019-09-08 15:46:50,coffee
51,2019-09-08 15:48:24,ice cream
27,2019-09-08 15:54:17,ice cream
48,2019-09-08 15:54:52,ice cream
61,2019-09-08 15:57:22,ice cream
36,2019-09-08 15:57:53,hot chocolate
16,2019-09-08 15:59:58,soda
13,2019-09-08 16:00:09,hot chocolate
31,2019-09-08 16:04:46,ice cream
27,2019-09-08 16:05:40,soda
5,2019-09-08 16:07:59,hot chocolate
11,2019-09-08 16:10:58,coffee
87,2019-09-08 16:13:24,ice cream
2,2019-09-08 16:16:40,soda
26,2019-09-08 16:23:36,soda
46,2019-09-08 16:26:17,ice cream
23,2019-09-08 16:30:03,ice cream
64,2019-09-08 16:31:01,ice cream
15,2019-09-08 16:39:07,hot chocolate
35,2019-09-08 16:39:23,ice cream
74,2019-09-08 16:40:06,coffee
17,2019-09-08 16:44:27,hot chocolate
69,2019-09-08 16:44:53,hot chocolate
57,2019-09-08 16:46:43,soda
21,2019-09-08 16:49:43,hot chocolate
42,2019-09-08 16:52:50,hot chocolate
74,2019-09-08 16:53:45,ice cream
54,2019-09-08 16:55:13,ice cream
73,2019-09-08 16:56:27,hot chocolate
11,2019-09-08 16:59:36,ice cream
34,2019-09-08 17:09:20,coffee
62,2019-09-08 17:10:31,ice cream
20,2019-09-08 17:14:20,ice cream
46,2019-09-08 17:20:03,soda
51,2019-09-08 17:21:14,hot chocolate
52,2019-09-08 17:27:53,hot chocolate
74,2019-09-08 17:28:11,hot chocolate
35,2019-09-08 17:28:19,hot chocolate
59,2019-09-08 17:29:59,hot chocolate
103,2019-09-08 17:30:10,coffee
0,2019-09-08 17:36:51,ice cream
83,2019-09-08 17:52:26,ice cream
50,2019-09-08 17:57:35,hot chocolate
23,2019-09-08 18:02:21,hot chocolate
41,2019-09-08 18:11:13,soda
32,2019-09-08 18:11:38,hot chocolate
28,2019-09-08 18:14:49,ice cream
41,2019-09-08 18:17:48,ice cream
29,2019-09-08 18:18:13,ice cream
56,2019-09-08 18:27:42,soda
69,2019-09-08 18:31:47,coffee
77,2019-09-08 18:32:17,ice cream
45,2019-09-08 18:33:20,coffee
73,2019-09-08 18:38:27,soda
25,2019-09-08 18:39:33,hot chocolate
5,2019-09-08 18:43:49,ice cream
31,2019-09-08 18:54:34,hot chocolate
77,2019-09-08 18:57:59,hot chocolate
63,2019-09-08 18:59:01,soda
1,2019-09-11 08:01:16,soda
38,2019-09-11 08:01:43,coffee
36,2019-09-11 08:04:24,soda
91,2019-09-11 08:06:36,coffee
118,2019-09-11 08:12:52,coffee
9,2019-09-11 08:15:00,coffee
49,2019-09-11 08:16:20,coffee
35,2019-09-11 08:23:09,coffee
39,2019-09-11 08:24:57,coffee
18,2019-09-11 08:25:20,soda
131,2019-09-11 08:27:03,coffee
5,2019-09-11 08:41:16,hot chocolate
87,2019-09-11 08:47:36,coffee
149,2019-09-11 08:48:20,coffee
11,2019-09-11 08:50:26,soda
5,2019-09-11 08:51:47,soda
16,2019-09-11 08:55:44,coffee
67,2019-09-11 08:58:20,coffee
134,2019-09-11 08:58:57,coffee
8,2019-09-11 09:02:16,soda
88,2019-09-11 09:03:23,coffee
24,2019-09-11 09:05:56,soda
129,2019-09-11 09:10:32,coffee
60,2019-09-11 09:11:44,coffee
97,2019-09-11 09:13:20,coffee
45,2019-09-11 09:23:43,coffee
143,2019-09-11 09:24:25,coffee
1,2019-09-11 09:26:58,hot chocolate
22,2019-09-11 09:29:40,coffee
100,2019-09-11 09:30:39,coffee
107,2019-09-11 09:47:40,coffee
86,2019-09-11 09:47:46,coffee
116,2019-09-11 09:48:44,coffee
179,2019-09-11 09:48:50,coffee
104,2019-09-11 09:50:39,coffee
126,2019-09-11 09:52:07,coffee
125,2019-09-11 09:52:21,coffee
172,2019-09-11 09:53:01,coffee
147,2019-09-11 09:55:40,coffee
156,2019-09-11 10:01:27,coffee
34,2019-09-11 10:03:09,coffee
142,2019-09-11 10:06:58,coffee
4,2019-09-11 10:07:19,coffee
148,2019-09-11 10:13:46,coffee
80,2019-09-11 10:20:53,coffee
25,2019-09-11 10:22:39,soda
10,2019-09-11 10:22:59,coffee
11,2019-09-11 10:29:06,coffee
136,2019-09-11 10:30:04,coffee
112,2019-09-11 10:32:27,coffee
61,2019-09-11 10:37:36,coffee
108,2019-09-11 10:41:38,coffee
9,2019-09-11 10:41:42,ice cream
30,2019-09-11 10:44:14,coffee
44,2019-09-11 10:53:00,coffee
22,2019-09-11 10:54:43,soda
7,2019-09-11 10:56:33,soda
122,2019-09-11 10:57:06,coffee
161,2019-09-11 10:58:03,coffee
19,2019-09-11 10:58:17,coffee
155,2019-09-11 11:02:57,coffee
121,2019-09-11 11:05:08,coffee
17,2019-09-11 11:05:16,soda
57,2019-09-11 11:08:12,coffee
0,2019-09-11 11:13:33,coffee
63,2019-09-11 11:15:25,coffee
27,2019-09-11 11:15:32,soda
117,2019-09-11 11:17:45,coffee
42,2019-09-11 11:19:26,coffee
16,2019-09-11 11:24:09,soda
7,2019-09-11 11:24:54,ice cream
28,2019-09-11 11:26:14,coffee
105,2019-09-11 11:26:51,coffee
138,2019-09-11 11:26:57,coffee
53,2019-09-11 11:27:44,coffee
5,2019-09-11 11:28:16,coffee
153,2019-09-11 11:33:35,coffee
84,2019-09-11 11:35:19,coffee
79,2019-09-11 11:37:25,coffee
11,2019-09-11 11:38:11,ice cream
29,2019-09-11 11:38:35,soda
85,2019-09-11 11:42:02,coffee
127,2019-09-11 11:44:48,coffee
176,2019-09-11 11:46:49,coffee
13,2019-09-11 11:50:52,coffee
99,2019-09-11 11:51:39,coffee
77,2019-09-11 11:54:10,coffee
68,2019-09-11 12:00:08,coffee
21,2019-09-11 12:02:18,coffee
132,2019-09-11 12:04:24,coffee
43,2019-09-11 12:07:35,soda
12,2019-09-11 12:08:14,coffee
173,2019-09-11 12:08:16,coffee
111,2019-09-11 12:10:30,coffee
103,2019-09-11 12:19:18,coffee
165,2019-09-11 12:21:20,coffee
98,2019-09-11 12:23:32,coffee
17,2019-09-11 12:27:58,coffee
130,2019-09-11 12:29:38,coffee
75,2019-09-11 12:43:35,coffee
4,2019-09-11 12:44:01,ice cream
33,2019-09-11 12:49:58,coffee
20,2019-09-11 12:57:43,coffee
59,2019-09-11 12:58:52,coffee
66,2019-09-11 13:01:42,coffee
34,2019-09-11 13:02:20,soda
12,2019-09-11 13:05:15,ice cream
41,2019-09-11 13:07:12,coffee
74,2019-09-11 13:09:29,coffee
101,2019-09-11 13:09:44,coffee
7,2019-09-11 13:12:47,coffee
168,2019-09-11 13:16:39,coffee
64,2019-09-11 13:19:00,coffee
3,2019-09-11 13:22:05,hot chocolate
128,2019-09-11 13:29:26,coffee
83,2019-09-11 13:30:06,coffee
14,2019-09-11 13:31:44,ice cream
27,2019-09-11 13:32:53,coffee
18,2019-09-11 13:39:56,coffee
6,2019-09-11 13:46:41,ice cream
174,2019-09-11 13:49:22,coffee
38,2019-09-11 13:51:25,soda
58,2019-09-11 13:52:12,coffee
23,2019-09-11 13:54:12,coffee
62,2019-09-11 13:57:31,coffee
137,2019-09-11 13:58:17,coffee
123,2019-09-11 14:01:21,coffee
115,2019-09-11 14:03:37,coffee
177,2019-09-11 14:06:24,coffee
3,2019-09-11 14:08:48,coffee
133,2019-09-11 14:11:19,coffee
141,2019-09-11 14:20:07,coffee
120,2019-09-11 14:20:17,coffee
10,2019-09-11 14:21:47,ice cream
178,2019-09-11 14:22:12,coffee
24,2019-09-11 14:29:21,coffee
144,2019-09-11 14:30:17,coffee
56,2019-09-11 14:33:01,coffee
51,2019-09-11 14:38:26,coffee
113,2019-09-11 14:41:42,coffee
7,2019-09-11 14:42:52,hot chocolate
2,2019-09-11 14:44:30,ice cream
32,2019-09-11 14:48:23,coffee
72,2019-09-11 14:49:12,coffee
20,2019-09-11 14:52:20,soda
73,2019-09-11 14:57:57,coffee
14,2019-09-11 14:57:59,soda
146,2019-09-11 15:04:37,coffee
55,2019-09-11 15:05:46,coffee
25,2019-09-11 15:06:51,coffee
169,2019-09-11 15:08:45,coffee
1,2019-09-11 15:14:32,ice cream
6,2019-09-11 15:18:58,coffee
49,2019-09-11 15:22:07,soda
29,2019-09-11 15:27:07,coffee
40,2019-09-11 15:36:24,coffee
82,2019-09-11 15:36:59,coffee
47,2019-09-11 15:41:59,coffee
28,2019-09-11 15:43:22,soda
78,2019-09-11 15:45:35,coffee
106,2019-09-11 15:51:50,coffee
54,2019-09-11 15:53:09,coffee
2,2019-09-11 15:56:17,hot chocolate
102,2019-09-11 15:59:58,coffee
4,2019-09-11 16:10:42,hot chocolate
119,2019-09-11 16:12:45,coffee
37,2019-09-11 16:19:35,soda
3,2019-09-11 16:31:59,ice cream
47,2019-09-11 16:32:34,soda
39,2019-09-11 16:35:10,soda
23,2019-09-11 16:37:23,soda
13,2019-09-11 16:46:44,ice cream
15,2019-09-11 16:48:07,ice cream
40,2019-09-11 16:59:40,soda
6,2019-09-11 17:00:30,hot chocolate
50,2019-09-11 17:03:52,coffee
5,2019-09-11 17:17:26,ice cream
30,2019-09-11 17:21:16,soda
37,2019-09-11 17:35:41,coffee
48,2019-09-11 17:38:40,soda
0,2019-09-11 18:02:22,ice cream
76,2019-09-11 18:28:06,coffee
45,2019-09-11 18:35:51,soda
4,2019-09-12 08:07:22,coffee
44,2019-09-12 08:09:16,coffee
49,2019-09-12 08:13:52,soda
105,2019-09-12 08:14:42,coffee
167,2019-09-12 08:18:37,coffee
60,2019-09-12 08:21:43,coffee
67,2019-09-12 08:22:18,coffee
153,2019-09-12 08:23:39,coffee
17,2019-09-12 08:27:41,soda
156,2019-09-12 08:28:03,coffee
155,2019-09-12 08:33:30,coffee
169,2019-09-12 08:34:38,coffee
57,2019-09-12 08:48:28,coffee
72,2019-09-12 08:50:32,coffee
164,2019-09-12 08:56:13,coffee
163,2019-09-12 08:56:30,coffee
34,2019-09-12 08:57:36,coffee
8,2019-09-12 08:58:15,coffee
70,2019-09-12 09:07:38,coffee
113,2019-09-12 09:13:51,coffee
32,2019-09-12 09:17:22,soda
19,2019-09-12 09:17:43,soda
91,2019-09-12 09:23:44,coffee
142,2019-09-12 09:23:49,coffee
36,2019-09-12 09:33:00,coffee
127,2019-09-12 09:38:25,coffee
12,2019-09-12 09:47:04,ice cream
97,2019-09-12 09:51:16,coffee
22,2019-09-12 09:51:49,soda
8,2019-09-12 09:52:14,ice cream
1,2019-09-12 09:53:03,soda
131,2019-09-12 09:56:23,coffee
14,2019-09-12 09:58:12,ice cream
132,2019-09-12 10:07:20,coffee
96,2019-09-12 10:10:23,coffee
107,2019-09-12 10:12:36,coffee
30,2019-09-12 10:18:58,coffee
31,2019-09-12 10:22:32,coffee
108,2019-09-12 10:24:09,coffee
110,2019-09-12 10:24:25,coffee
45,2019-09-12 10:28:33,coffee
135,2019-09-12 10:29:19,coffee
13,2019-09-12 10:30:18,coffee
49,2019-09-12 10:30:20,coffee
152,2019-09-12 10:37:05,coffee
95,2019-09-12 10:39:56,coffee
170,2019-09-12 10:44:28,coffee
123,2019-09-12 10:49:29,coffee
120,2019-09-12 10:51:31,coffee
15,2019-09-12 10:52:21,ice cream
158,2019-09-12 10:55:55,coffee
18,2019-09-12 10:56:27,soda
85,2019-09-12 10:57:44,coffee
2,2019-09-12 11:05:57,hot chocolate
130,2019-09-12 11:11:58,coffee
115,2019-09-12 11:12:20,coffee
47,2019-09-12 11:13:08,coffee
126,2019-09-12 11:23:03,coffee
2,2019-09-12 11:25:25,soda
161,2019-09-12 11:25:57,coffee
54,2019-09-12 11:26:12,coffee
150,2019-09-12 11:27:01,coffee
136,2019-09-12 11:27:09,coffee
117,2019-09-12 11:27:21,coffee
59,2019-09-12 11:27:51,coffee
84,2019-09-12 11:29:04,coffee
73,2019-09-12 11:31:28,coffee
7,2019-09-12 11:33:17,soda
66,2019-09-12 11:34:43,coffee
42,2019-09-12 11:36:11,coffee
16,2019-09-12 11:37:54,coffee
22,2019-09-12 11:39:27,coffee
12,2019-09-12 11:40:27,coffee
33,2019-09-12 11:42:40,coffee
34,2019-09-12 11:44:42,soda
8,2019-09-12 11:49:13,soda
81,2019-09-12 11:55:48,coffee
5,2019-09-12 11:57:57,coffee
93,2019-09-12 12:00:09,coffee
134,2019-09-12 12:02:09,coffee
64,2019-09-12 12:06:26,coffee
48,2019-09-12 12:09:24,coffee
86,2019-09-12 12:10:20,coffee
47,2019-09-12 12:10:31,soda
9,2019-09-12 12:10:41,ice cream
77,2019-09-12 12:11:53,coffee
144,2019-09-12 12:14:31,coffee
151,2019-09-12 12:22:30,coffee
3,2019-09-12 12:23:22,coffee
0,2019-09-12 12:24:40,ice cream
11,2019-09-12 12:25:52,coffee
11,2019-09-12 12:26:19,soda
26,2019-09-12 12:26:37,coffee
33,2019-09-12 12:30:12,soda
68,2019-09-12 12:31:03,coffee
147,2019-09-12 12:31:17,coffee
4,2019-09-12 12:36:44,ice cream
101,2019-09-12 12:38:36,coffee
38,2019-09-12 12:39:22,coffee
124,2019-09-12 12:40:32,coffee
76,2019-09-12 12:40:57,coffee
121,2019-09-12 12:45:36,coffee
103,2019-09-12 12:47:36,coffee
118,2019-09-12 12:48:28,coffee
80,2019-09-12 12:48:41,coffee
87,2019-09-12 12:54:38,coffee
56,2019-09-12 13:01:41,coffee
0,2019-09-12 13:09:43,hot chocolate
6,2019-09-12 13:10:33,soda
25,2019-09-12 13:17:29,soda
12,2019-09-12 13:18:28,soda
65,2019-09-12 13:24:57,coffee
20,2019-09-12 13:33:30,coffee
37,2019-09-12 13:36:25,coffee
14,2019-09-12 13:37:19,coffee
9,2019-09-12 13:37:55,coffee
92,2019-09-12 13:44:28,coffee
31,2019-09-12 13:50:32,soda
51,2019-09-12 13:51:35,soda
5,2019-09-12 13:55:37,ice cream
4,2019-09-12 14:00:07,soda
10,2019-09-12 14:00:41,ice cream
35,2019-09-12 14:02:59,coffee
7,2019-09-12 14:05:00,ice cream
165,2019-09-12 14:10:04,coffee
58,2019-09-12 14:15:47,coffee
4,2019-09-12 14:18:46,hot chocolate
146,2019-09-12 14:22:13,coffee
50,2019-09-12 14:29:59,soda
2,2019-09-12 14:32:22,ice cream
10,2019-09-12 14:53:34,coffee
6,2019-09-12 14:59:20,ice cream
1,2019-09-12 15:00:43,hot chocolate
15,2019-09-12 15:02:42,coffee
28,2019-09-12 15:07:57,coffee
2,2019-09-12 15:11:11,coffee
53,2019-09-12 15:13:13,coffee
63,2019-09-12 15:15:37,coffee
35,2019-09-12 15:24:51,soda
3,2019-09-12 15:25:26,ice cream
13,2019-09-12 15:29:11,soda
51,2019-09-12 15:58:59,coffee
3,2019-09-12 16:09:02,soda
114,2019-09-12 16:15:06,coffee
78,2019-09-12 16:15:33,coffee
21,2019-09-12 16:16:39,soda
40,2019-09-12 16:19:19,coffee
0,2019-09-12 16:22:46,soda
5,2019-09-12 16:33:24,hot chocolate
166,2019-09-12 16:36:01,coffee
137,2019-09-12 16:37:52,coffee
168,2019-09-12 17:34:44,coffee
41,2019-09-12 18:16:47,coffee
27,2019-09-12 18:25:41,coffee
3,2019-09-12 18:34:03,hot chocolate
6,2019-09-12 18:35:47,hot chocolate
5,2019-09-12 18:48:10,soda
119,2019-09-13 08:11:49,coffee
34,2019-09-13 08:16:36,soda
31,2019-09-13 08:20:40,coffee
29,2019-09-13 08:21:32,coffee
60,2019-09-13 08:23:01,coffee
1,2019-09-13 08:27:28,coffee
146,2019-09-13 08:28:59,coffee
46,2019-09-13 08:31:22,coffee
54,2019-09-13 08:31:40,coffee
1,2019-09-13 08:37:07,ice cream
159,2019-09-13 08:38:16,coffee
74,2019-09-13 08:39:28,coffee
21,2019-09-13 08:46:31,coffee
139,2019-09-13 08:50:56,coffee
142,2019-09-13 08:53:43,coffee
2,2019-09-13 09:05:12,soda
71,2019-09-13 09:08:36,coffee
42,2019-09-13 09:12:47,soda
153,2019-09-13 09:24:04,coffee
118,2019-09-13 09:24:13,coffee
131,2019-09-13 09:29:49,coffee
163,2019-09-13 09:29:59,coffee
1,2019-09-13 09:31:30,soda
50,2019-09-13 09:33:11,coffee
43,2019-09-13 09:35:40,coffee
166,2019-09-13 09:36:59,coffee
121,2019-09-13 09:38:30,coffee
96,2019-09-13 09:46:10,coffee
36,2019-09-13 09:48:45,coffee
133,2019-09-13 09:51:40,coffee
30,2019-09-13 09:58:48,soda
115,2019-09-13 09:58:50,coffee
87,2019-09-13 09:59:30,coffee
81,2019-09-13 10:00:31,coffee
77,2019-09-13 10:01:40,coffee
88,2019-09-13 10:03:44,coffee
143,2019-09-13 10:05:31,coffee
176,2019-09-13 10:13:35,coffee
64,2019-09-13 10:25:13,coffee
34,2019-09-13 10:26:03,coffee
111,2019-09-13 10:27:25,coffee
172,2019-09-13 10:30:24,coffee
51,2019-09-13 10:38:01,coffee
13,2019-09-13 10:38:15,soda
91,2019-09-13 10:39:15,coffee
144,2019-09-13 10:40:45,coffee
14,2019-09-13 10:40:59,ice cream
38,2019-09-13 10:44:38,coffee
162,2019-09-13 10:45:26,coffee
151,2019-09-13 10:48:42,coffee
95,2019-09-13 10:50:36,coffee
33,2019-09-13 10:50:49,soda
110,2019-09-13 10:55:51,coffee
72,2019-09-13 10:56:15,coffee
149,2019-09-13 10:57:56,coffee
105,2019-09-13 10:59:36,coffee
33,2019-09-13 11:03:45,coffee
129,2019-09-13 11:10:38,coffee
126,2019-09-13 11:17:19,coffee
0,2019-09-13 11:17:42,ice cream
53,2019-09-13 11:21:47,soda
101,2019-09-13 11:22:38,coffee
26,2019-09-13 11:25:25,soda
106,2019-09-13 11:29:43,coffee
155,2019-09-13 11:32:49,coffee
9,2019-09-13 11:33:15,coffee
32,2019-09-13 11:33:25,soda
52,2019-09-13 11:41:09,coffee
2,2019-09-13 11:43:34,ice cream
28,2019-09-13 11:44:58,coffee
173,2019-09-13 11:46:48,coffee
123,2019-09-13 11:49:13,coffee
47,2019-09-13 11:52:00,coffee
116,2019-09-13 11:55:42,coffee
2,2019-09-13 11:55:55,coffee
8,2019-09-13 11:56:27,ice cream
148,2019-09-13 12:00:15,coffee
4,2019-09-13 12:01:24,ice cream
147,2019-09-13 12:06:03,coffee
83,2019-09-13 12:06:04,coffee
11,2019-09-13 12:06:07,ice cream
3,2019-09-13 12:06:56,ice cream
156,2019-09-13 12:07:05,coffee
6,2019-09-13 12:08:38,ice cream
11,2019-09-13 12:08:40,coffee
35,2019-09-13 12:09:02,coffee
39,2019-09-13 12:10:55,soda
45,2019-09-13 12:10:56,soda
3,2019-09-13 12:11:38,coffee
125,2019-09-13 12:13:46,coffee
19,2019-09-13 12:14:51,coffee
164,2019-09-13 12:20:22,coffee
25,2019-09-13 12:21:53,coffee
102,2019-09-13 12:28:11,coffee
55,2019-09-13 12:33:08,coffee
42,2019-09-13 12:33:09,coffee
23,2019-09-13 12:35:57,coffee
12,2019-09-13 12:44:28,coffee
12,2019-09-13 12:46:14,ice cream
16,2019-09-13 12:49:46,soda
11,2019-09-13 12:49:48,soda
112,2019-09-13 12:52:07,coffee
161,2019-09-13 12:54:25,coffee
127,2019-09-13 12:56:20,coffee
137,2019-09-13 12:56:22,coffee
16,2019-09-13 13:01:58,ice cream
93,2019-09-13 13:02:21,coffee
122,2019-09-13 13:03:15,coffee
20,2019-09-13 13:04:01,coffee
62,2019-09-13 13:08:19,coffee
5,2019-09-13 13:12:29,ice cream
28,2019-09-13 13:12:41,soda
1,2019-09-13 13:20:30,hot chocolate
165,2019-09-13 13:20:34,coffee
141,2019-09-13 13:23:36,coffee
104,2019-09-13 13:23:58,coffee
17,2019-09-13 13:25:57,coffee
174,2019-09-13 13:27:36,coffee
14,2019-09-13 13:28:50,coffee
0,2019-09-13 13:29:36,coffee
15,2019-09-13 13:31:41,ice cream
0,2019-09-13 13:36:38,hot chocolate
13,2019-09-13 13:39:12,ice cream
10,2019-09-13 13:41:03,ice cream
16,2019-09-13 13:42:40,coffee
117,2019-09-13 13:47:49,coffee
4,2019-09-13 13:51:07,hot chocolate
109,2019-09-13 13:54:55,coffee
39,2019-09-13 13:57:48,coffee
82,2019-09-13 13:58:17,coffee
9,2019-09-13 14:02:30,ice cream
90,2019-09-13 14:08:45,coffee
27,2019-09-13 14:09:00,coffee
51,2019-09-13 14:15:35,soda
169,2019-09-13 14:18:27,coffee
152,2019-09-13 14:19:22,coffee
41,2019-09-13 14:22:20,soda
94,2019-09-13 14:25:19,coffee
44,2019-09-13 14:28:48,coffee
100,2019-09-13 14:43:12,coffee
108,2019-09-13 14:45:29,coffee
73,2019-09-13 14:48:45,coffee
134,2019-09-13 14:49:15,coffee
15,2019-09-13 14:55:13,soda
67,2019-09-13 15:00:56,coffee
23,2019-09-13 15:01:50,soda
69,2019-09-13 15:04:24,coffee
114,2019-09-13 15:06:17,coffee
41,2019-09-13 15:07:57,coffee
24,2019-09-13 15:07:58,coffee
49,2019-09-13 15:13:06,soda
26,2019-09-13 15:19:22,coffee
66,2019-09-13 15:23:19,coffee
157,2019-09-13 15:28:13,coffee
10,2019-09-13 15:29:18,coffee
107,2019-09-13 15:34:20,coffee
99,2019-09-13 15:41:23,coffee
6,2019-09-13 15:41:58,coffee
150,2019-09-13 15:45:26,coffee
15,2019-09-13 15:48:29,coffee
7,2019-09-13 15:49:58,ice cream
4,2019-09-13 15:55:09,soda
22,2019-09-13 15:55:10,soda
56,2019-09-13 15:57:57,coffee
37,2019-09-13 15:58:45,coffee
76,2019-09-13 16:00:36,coffee
31,2019-09-13 16:11:14,soda
52,2019-09-13 16:17:31,soda
7,2019-09-13 16:36:21,soda
29,2019-09-13 16:45:14,soda
154,2019-09-13 17:09:58,coffee
47,2019-09-13 17:40:24,soda
2,2019-09-13 17:42:46,hot chocolate
7,2019-09-13 18:10:26,coffee
5,2019-09-13 18:17:31,soda
40,2019-09-13 18:18:08,soda
20,2019-09-14 08:06:54,ice cream
72,2019-09-14 08:08:49,coffee
65,2019-09-14 08:14:39,ice cream
40,2019-09-14 08:18:56,soda
0,2019-09-14 08:18:59,coffee
47,2019-09-14 08:20:43,soda
45,2019-09-14 08:25:11,ice cream
135,2019-09-14 08:30:32,ice cream
95,2019-09-14 08:39:02,coffee
16,2019-09-14 08:46:06,soda
69,2019-09-14 08:47:28,coffee
75,2019-09-14 08:51:53,ice cream
25,2019-09-14 08:54:09,soda
47,2019-09-14 08:56:04,coffee
3,2019-09-14 08:57:12,ice cream
58,2019-09-14 08:59:19,coffee
55,2019-09-14 08:59:53,soda
23,2019-09-14 09:00:38,soda
17,2019-09-14 09:00:45,soda
54,2019-09-14 09:06:20,coffee
49,2019-09-14 09:07:24,coffee
62,2019-09-14 09:23:21,ice cream
13,2019-09-14 09:25:35,coffee
3,2019-09-14 09:32:53,soda
1,2019-09-14 09:35:13,coffee
53,2019-09-14 09:37:01,ice cream
20,2019-09-14 09:40:41,coffee
48,2019-09-14 09:42:31,soda
46,2019-09-14 09:45:03,coffee
38,2019-09-14 09:46:31,coffee
117,2019-09-14 09:49:02,coffee
75,2019-09-14 09:49:03,coffee
70,2019-09-14 09:49:25,coffee
34,2019-09-14 09:52:58,ice cream
19,2019-09-14 10:09:28,ice cream
81,2019-09-14 10:10:26,coffee
78,2019-09-14 10:11:49,soda
118,2019-09-14 10:11:57,ice cream
20,2019-09-14 10:13:40,soda
59,2019-09-14 10:14:47,soda
15,2019-09-14 10:15:51,coffee
59,2019-09-14 10:17:23,ice cream
55,2019-09-14 10:20:20,ice cream
112,2019-09-14 10:20:30,ice cream
72,2019-09-14 10:25:53,soda
50,2019-09-14 10:27:33,ice cream
72,2019-09-14 10:29:05,ice cream
30,2019-09-14 10:30:21,ice cream
24,2019-09-14 10:31:41,coffee
28,2019-09-14 10:32:39,hot chocolate
25,2019-09-14 10:33:47,hot chocolate
53,2019-09-14 10:35:40,coffee
113,2019-09-14 10:37:53,coffee
86,2019-09-14 10:38:31,soda
19,2019-09-14 10:38:31,hot chocolate
47,2019-09-14 10:39:10,ice cream
122,2019-09-14 10:41:31,ice cream
88,2019-09-14 10:51:33,coffee
60,2019-09-14 10:53:00,soda
105,2019-09-14 10:55:03,coffee
55,2019-09-14 10:55:23,coffee
64,2019-09-14 10:57:34,coffee
8,2019-09-14 10:58:29,hot chocolate
13,2019-09-14 10:59:14,ice cream
27,2019-09-14 10:59:40,ice cream
125,2019-09-14 11:00:30,ice cream
99,2019-09-14 11:01:53,ice cream
24,2019-09-14 11:10:03,ice cream
64,2019-09-14 11:10:31,ice cream
63,2019-09-14 11:12:42,soda
44,2019-09-14 11:14:19,coffee
69,2019-09-14 11:14:31,ice cream
26,2019-09-14 11:17:18,hot chocolate
17,2019-09-14 11:19:05,ice cream
98,2019-09-14 11:20:42,ice cream
31,2019-09-14 11:22:52,coffee
6,2019-09-14 11:23:17,coffee
39,2019-09-14 11:23:40,coffee
31,2019-09-14 11:23:44,ice cream
69,2019-09-14 11:25:27,soda
